IlmnID	final_gene_name_hg19	final_gene_name_hg38
cg20769842	MKRN3	MKRN3
cg20775959	ARNT2	ARNT2
cg20775959	ARNT2	RP11-210M15.2
cg20788083	VPS33B	AC068831.10
cg20788083	VPS33B	VPS33B
cg20828084	KIAA1199	CEMIP
cg21053529	GJD2	GJD2
cg21053529	GJD2	RP11-814P5.1
cg21067750	PHGR1	PHGR1
cg21164303	TMED3	TMED3
cg21253742	ZNF592	ZNF592
cg21296230	GREM1	GREM1
cg21296230	GREM1	RP11-758N13.1
cg21402071	CHRNB4	CHRNB4
cg21413009	DAPK2	DAPK2
cg21460582	CSPG4	CSPG4
cg21484964	C15orf24	EMC7
cg21484964	C15orf24	PGBD4
cg21557108	ATP8B4	ATP8B4
cg21579239	TTBK2	TTBK2
cg21727145	LRRK1	LRRK1
cg21727145	LRRK1	RP11-66B24.4
cg21840434	RASGRF1	RASGRF1
cg22068038	PARP16	PARP16
cg22068038	PARP16	SNORA24
cg22079077	C15orf62	C15orf62
cg22079077	C15orf62	DNAJC17
cg22211866	HMG20A	HMG20A
cg22211866	HMG20A	PEAK1
cg22369818	FLJ10038	GABPB1
cg22369818	FLJ10038	GABPB1-AS1
cg22384801	NARG2	ICE2
cg22432269	CYFIP1	CYFIP1
cg22492020	TIPIN	TIPIN
cg22563815	CHRNA5	CHRNA5
cg22580173	THBS1	THBS1
cg22675453	KIAA1370	FAM214A
cg22777952	FOXB1	FOXB1
cg22797991	ATP10A	ATP10A
cg22916109	IREB2	IREB2
cg22927134	CHRM5	CHRM5
cg22946150	SH3GL3	SH3GL3
cg23035449	ZNF710	ZNF710
cg23160522	CYP1A1	CYP1A1
cg23161492	ANPEP	ANPEP
cg23165541	DAPK2	DAPK2
cg23191950	ALDH1A3	ALDH1A3
cg23191950	ALDH1A3	RP11-66B24.8
cg23208881	FURIN	FURIN
cg23228048	BAHD1	BAHD1
cg23254045	TMCO5A	TMCO5A
cg23323879	CILP	CILP
cg23412777	PYGO1	PYGO1
cg23424268	GCHFR	GCHFR
cg23484278	C15orf27	C15orf27
cg23484278	C15orf27	NRG4
cg23504246	FGF7	FAM227B
cg23504246	FGF7	FGF7
cg23637791	ODF3L1	ODF3L1
cg23671196	ATP8B4	ATP8B4
cg23680900	CYP1A1	CYP1A1
cg23681243	UBE3A	UBE3A
cg23727043	ADAMTS7	ADAMTS7
cg23727043	ADAMTS7	MORF4L1
cg23727072	CYP1A1	CYP1A1
cg23790767	ELL3	ELL3
cg23790767	ELL3	RP11-296A16.1
cg23790767	ELL3	SERF2
cg23838179	ZNF592	ZNF592
cg23849826	THBS1	THBS1
cg23855392	MTHFS	MTHFS
cg23855392	MTHFS	ST20-MTHFS
cg23877385	GCNT3	GCNT3
cg24088751	GTF2A2	AC092755.4
cg24088751	GTF2A2	GTF2A2
cg24098302	CTDSPL2	CTDSPL2
cg24098302	CTDSPL2	RP11-516C1.1
cg24319381	CPEB1	CPEB1
cg24319381	CPEB1	CPEB1-AS1
cg24345138	KLHL25	KLHL25
cg24399529	TMEM84	EWSAT1
cg24399529	TMEM84	RP11-809H16.5
cg24424381	WDR93	PEX11A
cg24424381	WDR93	WDR93
cg24447890	LMAN1L	LMAN1L
cg24678767	CLK3	CLK3
cg24817430	MESDC1	MESDC1
cg24924577	SEMA4B	SEMA4B
cg24951114	LRRC57	HAUS2
cg24951114	LRRC57	LRRC57
cg25003924	ARPP19	ARPP19
cg25026754	PDCD7	PDCD7
cg25229015	WDR61	RP11-762H8.5
cg25229015	WDR61	WDR61
cg25283338	PTPN9	CTD-2323K18.1
cg25283338	PTPN9	PTPN9
cg25311764	GCNT3	GCNT3
cg25429010	IMP3	CTD-2026K11.4
cg25429010	IMP3	IMP3
cg25455753	C15orf32	C15orf32
cg25455753	C15orf32	RP11-763K15.1
cg25503381	THBS1	THBS1
cg25652751	HMG20A	HMG20A
cg25665697	LCTL	LCTL
cg25688583	TCF12	TCF12
cg25700533	C15orf62	C15orf62
cg25700533	C15orf62	DNAJC17
cg25951582	C15orf33	DTWD1
cg25951582	C15orf33	FAM227B
cg25996835	BBS4	BBS4
cg25996835	BBS4	HIGD2B
cg26025891	PSTPIP1	PSTPIP1
cg26052367	GANC	GANC
cg26052367	GANC	TMEM87A
cg26053864	ACTC1	ACTC1
cg26053864	ACTC1	RP11-814P5.1
cg26062856	ATP10A	ATP10A
cg26062856	ATP10A	RP11-2C7.1
cg26091142	LOC283731	ISLR2
cg26091142	LOC283731	RP11-247C2.2
cg26190136	IDH3A	IDH3A
cg26227523	PSTPIP1	PSTPIP1
cg26312935	RNF111	RNF111
cg26377677	FURIN	FURIN
cg26416466	MEGF11	MEGF11
cg26429925	BNC1	BNC1
cg26429925	BNC1	RP11-382A20.4
cg26430287	SMAD3	RP11-342M21.2
cg26430287	SMAD3	SMAD3
cg26491425	RHOV	AC025166.1
cg26491425	RHOV	CTD-2129N1.1
cg26491425	RHOV	RHOV
cg26561254	AEN	AEN
cg26677874	LRRC28	LRRC28
cg26677874	LRRC28	TTC23
cg26704579	CYP1A1	CYP1A1
cg26705724	C15orf62	C15orf62
cg26705724	C15orf62	DNAJC17
cg26817573	HERC1	HERC1
cg26918442	LCMT2	ADAL
cg26918442	LCMT2	LCMT2
cg27079104	HEXA	HEXA
cg27079104	HEXA	HEXA-AS1
cg27079104	HEXA	RP11-106M3.2
cg27087809	ACSBG1	ACSBG1
cg27157619	SEMA7A	SEMA7A
cg27167601	RORA	RORA
cg27169020	BNC1	BNC1
cg27169020	BNC1	RP11-382A20.4
cg27294796	C15orf38	ARPIN
cg27294796	C15orf38	C15orf38-AP3S2
cg27321979	C15orf27	C15orf27
cg27321979	C15orf27	NRG4
cg27436286	IGDCC3	IGDCC3
cg27458888	UBE3A	UBE3A
cg27472032	VPS39	RP11-546B15.1
cg27472032	VPS39	VPS39
cg27505538	STARD5	STARD5
cg27505538	STARD5	TMC3-AS1
cg27584171	SECISBP2L	SECISBP2L
cg27633342	MYO5C	MYO5C
cg27638672	PIGB	PIGB
cg27638672	PIGB	PIGBOS1
cg27638672	PIGB	RAB27A
cg27649764	CTDSPL2	CTDSPL2
cg27649764	CTDSPL2	RP11-516C1.1
cg00011459	PMM2	PMM2
cg00011459	PMM2	TMEM186
cg00040873	NDUFB10	NDUFB10
cg00044372	KIAA0513	KIAA0513
cg00044665	CDH5	CDH5
cg00069261	CDR2	CDR2
cg00069261	CDR2	RP11-21M24.2
cg00128560	TIGD7	TIGD7
cg00169122	ANKRD11	ANKRD11
cg00169122	ANKRD11	RP1-168P16.1
cg00256074	MYLPF	MYLPF
cg00399027	KIAA0182	GSE1
cg00401972	CDH5	CDH5
cg00451635	EMP2	EMP2
cg00485296	NME3	NME3
cg00487159	SOCS1	RMI2
cg00487159	SOCS1	SOCS1
cg00496272	CENPT	CENPT
cg00496272	CENPT	THAP11
cg00525011	RHBDF1	RHBDF1
cg00547530	CLUAP1	CLUAP1
cg00547530	CLUAP1	LA16c-306E5.3
cg00622166	GPT2	GPT2
cg00659953	FAM173A	FAM173A
cg00659953	FAM173A	MSLN
cg00858400	SLC7A5	SLC7A5
cg00925717	SCNN1B	SCNN1B
cg00958517	ST3GAL2	ST3GAL2
cg01011769	KIAA0182	GSE1
cg01083131	CENPT	CENPT
cg01083131	CENPT	THAP11
cg01137737	GDE1	GDE1
cg01146232	SALL1	SALL1
cg01161216	TCF25	TCF25
cg01171858	SLC5A2	SLC5A2
cg01211097	USP10	USP10
cg01366670	CBFA2T3	CBFA2T3
cg01366670	CBFA2T3	RP11-830F9.7
cg01422009	MPG	MPG
cg01489608	LCAT	LCAT
cg01489608	LCAT	SLC12A4
cg01582532	KIAA0182	GSE1
cg01602001	CDH11	CDH11
cg01602416	LOC100329108	GCSH
cg01683883	CMTM2	CMTM2
cg01729862	MRPS34	EME2
cg01729862	MRPS34	MRPS34
cg01792666	SRCAP	RP11-146F11.1
cg01792666	SRCAP	SRCAP
cg01797043	RPL3L	RPL3L
cg01848594	C16orf61	CENPN
cg01848594	C16orf61	CMC2
cg01899318	ZNF19	AC010547.9
cg01899318	ZNF19	ZNF19
cg01931893	TK2	RP11-403P17.4
cg01931893	TK2	TK2
cg01931893	TK2	Y_RNA
cg01934790	FBXL16	FBXL16
cg01934790	FBXL16	LA16c-380A1.2
cg01934790	FBXL16	MSLN
cg01934797	GLIS2	GLIS2
cg01934797	GLIS2	PAM16
cg01940867	LOC100134368	TMEM8A
cg01940867	LOC100134368	Z97634.3
cg01966105	C16orf79	BRICD5
cg01966105	C16orf79	RP11-304L19.8
cg01979004	GNPTG	GNPTG
cg01979004	GNPTG	TSR3
cg01998785	LPCAT2	LPCAT2
cg02009395	ACSM1	ACSM1
cg02009395	ACSM1	ACSM3
cg02021817	RBL2	RBL2
cg02026235	RHBDL1	MSLN
cg02026235	RHBDL1	RHBDL1
cg02042712	GPR97	GPR97
cg02048412	VASN	CORO7
cg02048412	VASN	CORO7-PAM16
cg02048412	VASN	VASN
cg02078525	CDH5	CDH5
cg02102075	RAB11FIP3	LA16c-359F1.1
cg02102075	RAB11FIP3	RAB11FIP3
cg02223351	CDH5	CDH5
cg02225847	FAM65A	CTD-2012K14.8
cg02225847	FAM65A	FAM65A
cg02226192	ANKRD11	ANKRD11
cg02226192	ANKRD11	RP1-168P16.2
cg02238504	ZNF423	ZNF423
cg02256576	CES3	CES3
cg02256576	CES3	RP11-361L15.4
cg02298612	CHST6	CHST6
cg02298612	CHST6	RP11-77K12.4
cg02481950	IGSF6	IGSF6
cg02481950	IGSF6	METTL9
cg02497428	IGSF6	IGSF6
cg02497428	IGSF6	METTL9
cg02525435	CBFA2T3	CBFA2T3
cg02552572	MT4	MT4
cg02597269	MON1B	MON1B
cg02631622	SIAH1	SIAH1
cg02640604	QPRT	AC009133.22
cg02640604	QPRT	QPRT
cg02647545	HIRIP3	HIRIP3
cg02647545	HIRIP3	INO80E
cg02656594	IL21R	IL21R
cg02670686	CPNE2	CPNE2
cg02670686	CPNE2	RP11-407G23.1
cg02735133	PALB2	DCTN5
cg02735133	PALB2	PALB2
cg02741249	GGA2	GGA2
cg02778609	UBFD1	EARS2
cg02778609	UBFD1	UBFD1
cg02805028	GSG1L	GSG1L
cg02814118	CMIP	CMIP
cg02843201	VWA3A	RP11-101E7.2
cg02843201	VWA3A	VWA3A
cg02879453	ADCY7	ADCY7
cg02989940	AHSP	AHSP
cg03038672	CLDN9	CLDN9
cg03152385	RRN3	PDXDC1
cg03152385	RRN3	RP11-72I8.1
cg03152385	RRN3	RRN3
cg03217964	ZFP1	ZFP1
cg03226000	SLC6A2	SLC6A2
cg03297731	LOC100271831	GDPD3
cg03363565	RAB11FIP3	LA16c-359F1.1
cg03363565	RAB11FIP3	RAB11FIP3
cg03389720	ABAT	ABAT
cg03462322	MPG	MPG
cg03462322	MPG	RHBDF1
cg03478444	C16orf78	C16orf78
cg03546687	RAB26	RAB26
cg03619472	NUDT21	NUDT21
cg03619472	NUDT21	OGFOD1
cg03691812	CORO1A	CORO1A
cg03701222	RAB40C	RAB40C
cg03713346	CPNE2	CPNE2
cg03713346	CPNE2	RP11-407G23.1
cg03713642	HS3ST2	HS3ST2
cg03919650	MEFV	MEFV
cg03920233	DOC2A	DOC2A
cg03930357	MBTPS1	MBTPS1
cg03930357	MBTPS1	RP11-505K9.1
cg03945800	ADCY9	ADCY9
cg03970351	TERF2	TERF2
cg04010868	ZC3H7A	ZC3H7A
cg04018325	MIR193B	MIR193B
cg04018325	MIR193B	RP11-65J21.3
cg04066242	BFAR	BFAR
cg04066242	BFAR	PARN
cg04229059	SLC38A7	SLC38A7
cg04242728	TBC1D24	TBC1D24
cg04253697	BEAN	BEAN1
cg04276536	CCDC102A	CCDC102A
cg04339240	BCAR1	BCAR1
cg04400620	MYLPF	MYLPF
cg04411841	ZNF319	USB1
cg04411841	ZNF319	ZNF319
cg04413148	CTRL	CTC-479C5.12
cg04413148	CTRL	CTRL
cg04428453	ACSM5	ACSM5
cg04454391	NDUFAB1	NDUFAB1
cg04455064	TUFM	SH2B1
cg04455064	TUFM	TUFM
cg04490516	MLST8	AC009065.2
cg04490516	MLST8	MLST8
cg04490714	SLC6A2	SLC6A2
cg04491089	MBTPS1	MBTPS1
cg04491443	PDILT	PDILT
cg04528038	TMEM159	TMEM159
cg04528038	DNAH3	DNAH3
cg04543289	CACNG3	CACNG3
cg04545079	CTCF	CTCF
cg04599946	IRF8	IRF8
cg04721098	CACNG3	CACNG3
cg04731384	DBNDD1	DBNDD1
cg04779191	CIRH1A	CHTF8
cg04779191	CIRH1A	CIRH1A
cg04799664	NLRC5	NLRC5
cg04802221	EXOC3L	EXOC3L1
cg04851702	CMIP	CMIP
cg04925864	FAM65A	CTD-2012K14.8
cg04925864	FAM65A	FAM65A
cg04945379	CIITA	CIITA
cg04945379	CIITA	RP11-876N24.2
cg04976151	POLR2C	AC009052.12
cg04976151	POLR2C	POLR2C
cg05051606	VWA3A	RP11-101E7.2
cg05051606	VWA3A	VWA3A
cg05097643	PAQR4	PAQR4
cg05097643	PAQR4	PKMYT1
cg05116896	CD2BP2	CD2BP2
cg05116896	CD2BP2	RP11-347C12.10
cg05135288	RHOT2	MSLN
cg05135288	RHOT2	RHOT2
cg05135288	RHOT2	WDR90
cg05165580	ADAT1	ADAT1
cg05243909	NTHL1	NTHL1
cg05243909	NTHL1	TSC2
cg05246530	ST3GAL2	ST3GAL2
cg05261349	ST3GAL2	ST3GAL2
cg05288253	ANKRD11	ANKRD11
cg05362516	IRX5	IRX5
cg05439318	CYB5B	CYB5B
cg05467106	ZNF689	ZNF689
cg05483509	ATP6V0C	ATP6V0C
cg05483509	ATP6V0C	RP11-20I23.1
cg05483509	ATP6V0C	RP11-20I23.3
cg05546038	NOL3	NOL3
cg05547993	VAC14	VAC14
cg05554494	MEFV	MEFV
cg05579598	CBFA2T3	CBFA2T3
cg05587736	NUP93	MT1A
cg05587736	NUP93	NUP93
cg05683445	SBK1	RP11-57A19.2
cg05683445	SBK1	SBK1
cg05689121	TNRC6A	TNRC6A
cg05832487	C16orf59	C16orf59
cg05832487	C16orf59	RP11-715J22.4
cg05869585	PMM2	PMM2
cg05869585	PMM2	TMEM186
cg05876083	NUDT16L1	NUDT16L1
cg05915866	ZFHX3	ZFHX3
cg05916783	GAN	GAN
cg05916783	GAN	RP11-55K13.1
cg05958351	SRRM2	SRRM2
cg05988645	C16orf68	METTL22
cg05995267	PRRT2	AC009133.12
cg05995267	PRRT2	AC009133.24
cg05995267	PRRT2	PAGR1
cg05995267	PRRT2	PRRT2
cg06030619	CORO1A	CORO1A
cg06094150	MT1B	MT1A
cg06094150	MT1B	MT1B
cg06094150	MT1B	RP11-249C24.11
cg06178072	TRAPPC2L	GALNS
cg06178072	TRAPPC2L	TRAPPC2L
cg06232807	SALL1	SALL1
cg06240124	PLK1	PLK1
cg06320982	SLC38A7	SLC38A7
cg06330621	ZCCHC14	RP11-482M8.1
cg06330621	ZCCHC14	ZCCHC14
cg06361108	CCNF	CCNF
cg06438797	CA7	CA7
cg06438797	CA7	NAE1
cg06438797	CA7	RP11-61A14.1
cg06528601	COTL1	COTL1
cg06529761	DNASE1	DNASE1
cg06529761	DNASE1	RP11-461A8.4
cg06529761	DNASE1	TRAP1
cg06533895	DCUN1D3	DCUN1D3
cg06533895	DCUN1D3	ERI2
cg06602857	FOXF1	FENDRR
cg06602857	FOXF1	FOXF1
cg06637893	C16orf48	C16orf86
cg06637893	C16orf48	ENKD1
cg06654079	TMEM159	DNAH3
cg06654079	TMEM159	TMEM159
cg06663317	MT2A	MT2A
cg06684910	POLR3E	POLR3E
cg06730286	IFT140	IFT140
cg06730286	IFT140	LA16c-395F10.2
cg06736444	SRRM2	SRRM2
cg06736444	SRRM2	SRRM2-AS1
cg06812033	NKD1	NKD1
cg06839111	LCAT	LCAT
cg06839111	LCAT	SLC12A4
cg07005506	KIAA0513	KIAA0513
cg07114894	ZNF23	AC010547.9
cg07114894	ZNF23	RP11-510M2.2
cg07114894	ZNF23	ZNF23
cg07125009	ZNF689	ZNF689
cg07190917	STX4	STX4
cg07207789	CRISPLD2	CRISPLD2
cg07298257	CCDC101	CCDC101
cg07352600	C16orf70	C16orf70
cg07371530	RPUSD1	CHTF18
cg07371530	RPUSD1	RPUSD1
cg07384961	CLDN6	CLDN6
cg07384961	CLDN6	TNFRSF12A
cg07402062	SPIRE2	SPIRE2
cg07506795	ZNF19	AC010547.9
cg07506795	ZNF19	ZNF19
cg07597976	CD19	CD19
cg07597976	CD19	RABEP2
cg07634706	CCL17	CCL17
cg07643930	ZNF598	NPW
cg07643930	ZNF598	ZNF598
cg07708487	ANKRD11	AC137932.6
cg07708487	ANKRD11	ANKRD11
cg07719604	ELMO3	E2F4
cg07719604	ELMO3	ELMO3
cg07735969	SMPD3	SMPD3
cg07804582	C16orf78	C16orf78
cg07839457	NLRC5	NLRC5
cg07842593	SEPHS2	SEPHS2
cg07843027	TMEM170A	RP11-77K12.1
cg07843027	TMEM170A	TMEM170A
cg07870378	FAM100A	MGRN1
cg07870378	FAM100A	UBALD1
cg07909527	SPSB3	NUBP2
cg07909527	SPSB3	SPSB3
cg07929310	KIAA0513	KIAA0513
cg07929642	ANKRD11	AC137932.6
cg07929642	ANKRD11	ANKRD11
cg07938480	OR1F2P	AJ003147.9
cg07938480	OR1F2P	OR1F2P
cg07955474	IRF8	IRF8
cg07977490	C16orf45	C16orf45
cg07977490	C16orf45	RP11-1021N1.1
cg08159663	NLRC5	NLRC5
cg08256260	KCTD13	CTD-2574D22.2
cg08256260	KCTD13	KCTD13
cg08265926	C16orf61	CENPN
cg08265926	C16orf61	CMC2
cg08368934	GPR97	GPR97
cg08392591	ANKRD11	ANKRD11
cg08392591	ANKRD11	SPG7
cg08402568	IL34	IL34
cg08420923	ANKRD11	ANKRD11
cg08461397	SNTB2	CIRH1A
cg08461397	SNTB2	SNTB2
cg08473533	C16orf42	GNPTG
cg08473533	C16orf42	TSR3
cg08624915	AHSP	AHSP
cg08696890	CPNE2	CPNE2
cg08696890	CPNE2	RP11-407G23.1
cg08726900	ANKRD11	ANKRD11
cg08738269	ZFPM1	ZFPM1
cg08747377	CDH13	CDH13
cg08789908	HSD11B2	HSD11B2
cg08789908	HSD11B2	RP11-297D21.2
cg08872742	CDH5	CDH5
cg08935125	CLDN6	CLDN6
cg08935125	CLDN6	TNFRSF12A
cg08965527	LRRC50	DNAAF1
cg08965527	LRRC50	HSDL1
cg08977371	CDH13	CDH13
cg08987251	GOT2	GOT2
cg08987251	GOT2	RP11-410D17.2
cg09086087	SLC12A4	SLC12A4
cg09102714	AARS	AARS
cg09102714	AARS	DDX19B
cg09137696	MT1A	MT1A
cg09144422	DUS2L	DDX28
cg09144422	DUS2L	DUS2
cg09147843	RBL2	RBL2
cg09164168	ANKRD11	ANKRD11
cg09175009	FAM18A	TVP23A
cg09183146	UNKL	AL031721.1
cg09183146	UNKL	UNKL
cg09186685	EEF2K	EEF2K
cg09212468	CCDC135	DRC7
cg09212468	CCDC135	RP11-405F3.4
cg09222791	CCDC79	CCDC79
cg09230646	HEATR3	HEATR3
cg09230646	HEATR3	RP11-429P3.3
cg09276451	VASN	CORO7
cg09276451	VASN	CORO7-PAM16
cg09276451	VASN	VASN
cg09308553	NUP93	MT1A
cg09308553	NUP93	NUP93
cg09308553	NUP93	RP11-343H19.1
cg09408143	RAB11FIP3	RAB11FIP3
cg09485593	XYLT1	XYLT1
cg09495207	LCAT	LCAT
cg09495207	LCAT	SLC12A4
cg09514038	TMC5	TMC5
cg09555736	RAB11FIP3	LA16c-359F1.1
cg09555736	RAB11FIP3	RAB11FIP3
cg09584711	HPR	HPR
cg09584711	HPR	TXNL4B
cg09615982	E4F1	E4F1
cg09620718	ACSM1	ACSM1
cg09620718	ACSM1	ACSM3
cg09671611	GPR114	GPR114
cg09725013	GTF3C1	GTF3C1
cg09725013	GTF3C1	KIAA0556
cg09816471	SNN	SNN
cg09831311	COX4I1	COX4I1
cg09831311	COX4I1	EMC8
cg09869811	NUTF2	NUTF2
cg09881917	FUK	FUK
cg09889350	CETP	CETP
cg09906145	FAM65A	CTD-2012K14.8
cg09906145	FAM65A	FAM65A
cg10065825	CDH11	CDH11
cg10163825	CCDC78	CCDC78
cg10163825	CCDC78	HAGHL
cg10163825	CCDC78	MSLN
cg10186456	TMPRSS8	PRSS30P
cg10189135	ATP6V0D1	ATP6V0D1
cg10189135	ATP6V0D1	RP11-297D21.4
cg10282491	CLDN9	CLDN9
cg10352418	CA7	CA7
cg10352418	CA7	NAE1
cg10352418	CA7	RP11-61A14.1
cg10358212	ATMIN	ATMIN
cg10358212	ATMIN	RP11-303E16.3
cg10362591	SLC6A2	SLC6A2
cg10379112	TMEM159	DNAH3
cg10379112	TMEM159	TMEM159
cg10396357	TFAP4	TFAP4
cg10420310	MIR193B	MIR193B
cg10420310	MIR193B	RP11-65J21.3
cg10432620	FA2H	FA2H
cg10436257	ORAI3	AC135048.13
cg10436257	ORAI3	FBXL19
cg10436257	ORAI3	ORAI3
cg10458876	PSKH1	PSKH1
cg10465839	TMEM204	IFT140
cg10465839	TMEM204	TMEM204
cg10468369	DDX19B	DDX19A
cg10468369	DDX19B	DDX19B
cg10468369	DDX19B	RP11-529K1.3
cg10478221	WFIKKN1	WFIKKN1
cg10512278	DPEP2	DPEP2
cg10512278	DPEP2	DUS2
cg10526478	IRF8	IRF8
cg10574499	NRN1L	CTC-479C5.10
cg10574499	NRN1L	NRN1L
cg10575367	SRRM2	SRRM2
cg10575367	SRRM2	SRRM2-AS1
cg10638827	MT1M	MT1M
cg10784785	SIAH1	SIAH1
cg10805676	MRPL28	MRPL28
cg10805676	MRPL28	TMEM8A
cg10920957	JPH3	JPH3
cg10920957	JPH3	RP11-482M8.3
cg10922280	DPEP2	DPEP2
cg10922280	DPEP2	DUS2
cg10938486	ACSM5	ACSM5
cg10976172	ZNF785	RP11-146F11.5
cg10976172	ZNF785	ZNF785
cg10985987	CDIPT	CDIPT
cg10985987	CDIPT	CDIPT-AS1
cg10985987	CDIPT	CTD-2574D22.7
cg11027330	METRN	METRN
cg11027330	METRN	MSLN
cg11093356	DDX19A	DDX19A
cg11093356	DDX19A	RP11-529K1.2
cg11093356	DDX19A	RP11-529K1.3
cg11255163	CDH1	CDH1
cg11297236	PDILT	PDILT
cg11323198	CDH8	CDH8
cg11375102	TMEM204	IFT140
cg11375102	TMEM204	TMEM204
cg11395975	MLST8	AC009065.2
cg11395975	MLST8	MLST8
cg11399527	PDP2	PDP2
cg11403598	COG8	COG8
cg11403598	COG8	NIP7
cg11403598	COG8	RP11-343C2.7
cg11403598	COG8	RP11-343C2.9
cg11419186	CMIP	CMIP
cg11451801	PSMB10	CTC-479C5.12
cg11451801	PSMB10	PSMB10
cg11564268	NOB1	NOB1
cg11657615	ZDHHC1	ZDHHC1
cg11667754	CDH1	CDH1
cg11706111	ZNF19	AC010547.9
cg11706111	ZNF19	ZNF19
cg11720778	TIGD7	TIGD7
cg11720778	TIGD7	ZNF263
cg11879577	ARL6IP1	ARL6IP1
cg11879577	ARL6IP1	RP11-1035H13.2
cg11879577	ARL6IP1	RP11-1035H13.3
cg11884546	ITGAX	ITGAX
cg11911951	UNKL	AL031721.1
cg11911951	UNKL	UNKL
cg11933375	SLC38A7	SLC38A7
cg12031863	C16orf5	CDIP1
cg12071544	VASN	CORO7
cg12071544	VASN	CORO7-PAM16
cg12071544	VASN	VASN
cg12125117	GPR97	GPR97
cg12163490	CDH11	CDH11
cg12197254	ITFG3	ITFG3
cg12265604	HAS3	HAS3
cg12317456	MMP2	MMP2
cg12347740	IL34	IL34
cg12391048	PRSS27	PRSS27
cg12398332	GPRC5B	GPRC5B
cg12400881	PPL	PPL
cg12441964	CCDC79	CCDC79
cg12454725	SYT17	CTD-2349B8.1
cg12454725	SYT17	SYT17
cg12486287	VASN	CORO7
cg12486287	VASN	CORO7-PAM16
cg12486287	VASN	VASN
cg12529801	C16orf72	C16orf72
cg12564453	CETP	CETP
cg12619509	DNASE1L2	DNASE1L2
cg12619509	DNASE1L2	RP11-304L19.12
cg12686273	CCDC64B	CCDC64B
cg12686273	CCDC64B	RP11-473M20.5
cg12688670	KIF22	KIF22
cg12743398	SULT1A2	SULT1A2
cg12829360	CBFA2T3	CBFA2T3
cg12829360	CBFA2T3	RP11-830F9.6
cg12829360	CBFA2T3	RP11-830F9.7
cg12914014	USP7	RP11-77H9.8
cg12914014	USP7	USP7
cg12940073	ABCC12	ABCC12
cg13027458	LOC644649	APOOP5
cg13150441	C16orf93	C16orf93
cg13150441	C16orf93	RNF40
cg13232900	ADAT1	ADAT1
cg13244707	UQCRC2	CTD-2649C14.2
cg13244707	UQCRC2	UQCRC2
cg13247990	MYLK3	MYLK3
cg13277179	PHKG2	PHKG2
cg13277179	PHKG2	RP11-2C24.4
cg13310628	SOLH	CAPN15
cg13310628	SOLH	LINC00235
cg13319139	ST3GAL2	ST3GAL2
cg13365761	SCNN1G	SCNN1G
cg13439730	PRSS8	PRSS8
cg13441891	KIAA0182	GSE1
cg13446235	CENPBD1	AFG3L1P
cg13446235	CENPBD1	CENPBD1
cg13496066	TMEM231	RP11-77K12.8
cg13496066	TMEM231	TMEM231
cg13623690	COTL1	COTL1
cg13652556	SEPX1	MSRB1
cg13671818	RUNDC2A	RP11-166B2.1
cg13671818	RUNDC2A	SNX29
cg13726463	COX6A2	COX6A2
cg13726463	COX6A2	RP11-452L6.8
cg13745346	CBFA2T3	CBFA2T3
cg13752949	CP110	CCP110
cg13813391	CMTM2	CMTM2
cg13846555	PSMB10	CTC-479C5.12
cg13846555	PSMB10	PSMB10
cg13851211	ADCY7	ADCY7
cg13883681	GOT2	GOT2
cg13883681	GOT2	RP11-410D17.2
cg13885201	ZNF23	AC010547.9
cg13885201	ZNF23	RP11-510M2.2
cg13885201	ZNF23	ZNF23
cg13908977	RSL1D1	RP11-166B2.8
cg13908977	RSL1D1	RSL1D1
cg13918581	ANKRD11	ANKRD11
cg13918581	ANKRD11	SPG7
cg13919607	ZNF434	LA16c-306E5.2
cg13919607	ZNF434	ZNF174
cg13919607	ZNF434	ZSCAN32
cg13928411	VWA3A	RP11-101E7.2
cg13928411	VWA3A	VWA3A
cg13936125	LOC283856	GNAO1
cg13936125	LOC283856	RP11-461O7.1
cg13951797	TRAF7	TRAF7
cg13951948	ZNF747	AC002310.12
cg13951948	ZNF747	AC002310.13
cg13951948	ZNF747	ZNF747
cg13969584	CENPBD1	AFG3L1P
cg13969584	CENPBD1	CENPBD1
cg13969584	CENPBD1	RP11-566K11.5
cg13974531	PYDC1	PYDC1
cg13974531	PYDC1	TRIM72
cg14100184	GNG13	GNG13
cg14131445	C16orf58	C16orf58
cg14131445	C16orf58	RP11-452L6.7
cg14221831	CDH16	CDH16
cg14370448	TBX6	TBX6
cg14370448	TBX6	YPEL3
cg14387505	AHSP	AHSP
cg14400118	MMP2	MMP2
cg14671453	STX4	STX4
cg14696348	MC1R	MC1R
cg14696348	MC1R	RP11-566K11.7
cg14696348	MC1R	TUBB3
cg14710524	PRR14	PRR14
cg14747225	SNRNP25	POLR3K
cg14747225	SNRNP25	SNRNP25
cg14792480	CDH16	CDH16
cg14821083	SEPHS2	SEPHS2
cg14951292	NMRAL1	HMOX2
cg14951292	NMRAL1	NMRAL1
cg14959707	ZC3H7A	ZC3H7A
cg15042806	DCTN5	DCTN5
cg15042806	DCTN5	PALB2
cg15047833	POLR2C	AC009052.12
cg15047833	POLR2C	POLR2C
cg15134649	MT1E	MT1E
cg15153383	KATNB1	KATNB1
cg15201635	SMPD3	SMPD3
cg15239579	TRAP1	TRAP1
cg15264808	C16orf61	CENPN
cg15264808	C16orf61	CMC2
