"gene_id","gene_name","length"
"ENSG00000140740.6","UQCRC2",4992
"ENSG00000155714.9","PDZD9",1333
"ENSG00000185716.7","C16orf52",6122
"ENSG00000175267.10","VWA3A",5039
"ENSG00000183921.5","SDR42E2",2528
"ENSG00000103319.7","EEF2K",6357
"ENSG00000058600.11","POLR3E",9454
"ENSG00000140743.3","CDR2",3948
"ENSG00000243716.6","NPIPB5",9234
"ENSG00000122254.6","HS3ST2",2605
"ENSG00000103404.10","USP31",12211
"ENSG00000166828.2","SCNN1G",3507
"ENSG00000168447.6","SCNN1B",3918
"ENSG00000168434.8","COG7",4343
"ENSG00000103365.11","GGA2",8231
"ENSG00000103356.11","EARS2",5730
"ENSG00000103353.11","UBFD1",8910
"ENSG00000004779.5","NDUFAB1",1600
"ENSG00000083093.5","PALB2",4740
"ENSG00000166847.5","DCTN5",5159
"ENSG00000166851.10","PLK1",4760
"ENSG00000134398.8","ERN2",4998
"ENSG00000166869.2","CHP2",2382
"ENSG00000166501.8","PRKCB",10037
"ENSG00000006116.3","CACNG3",3088
"ENSG00000122257.14","RBBP6",9035
"ENSG00000090905.13","TNRC6A",12522
"ENSG00000158865.8","SLC5A11",3415
"ENSG00000140750.12","ARHGAP17",9892
"ENSG00000205629.7","LCMT1",2606
"ENSG00000103375.6","AQP8",1421
"ENSG00000155592.11","ZKSCAN2",7970
"ENSG00000182601.6","HS3ST4",3379
"ENSG00000155666.7","KDM8",4048
"ENSG00000169189.12","NSMCE1",3770
"ENSG00000245888.2","CTD-3203P2.2",3313
"ENSG00000077238.9","IL4R",6091
"ENSG00000103522.11","IL21R",4219
"ENSG00000077235.13","GTF3C1",11562
"ENSG00000047578.8","KIAA0556",9692
"ENSG00000169181.8","GSG1L",5219
"ENSG00000169180.7","XPO6",7065
"ENSG00000188322.4","SBK1",4992
"ENSG00000198156.6","NPIPB6",2135
"ENSG00000205609.8","EIF3CL",3136
"ENSG00000233232.2","NPIPB7",1406
"ENSG00000261832.1","CLN3",1721
"ENSG00000188603.12","CLN3",4736
"ENSG00000184730.6","APOBR",3792
"ENSG00000197272.2","IL27",1270
"ENSG00000176046.7","NUPR1",1097
"ENSG00000176476.4","CCDC101",2124
"ENSG00000197165.6","SULT1A2",2275
"ENSG00000196502.7","SULT1A1",8523
"ENSG00000255524.3","NPIPB8",2338
"ENSG00000184110.10","EIF3C",6982
"ENSG00000196993.4","NPIPB9",2189
"ENSG00000168488.14","ATXN2L",6508
"ENSG00000178952.4","TUFM",2271
"ENSG00000178188.10","SH2B1",7138
"ENSG00000196296.9","ATP2A1",4587
"ENSG00000177548.8","RABEP2",4566
"ENSG00000177455.7","CD19",2711
"ENSG00000176953.6","NFATC2IP",5738
"ENSG00000169682.13","SPNS1",3792
"ENSG00000213658.6","LAT",4430
"ENSG00000196796.4","CTB-134H23.2",1350
"ENSG00000254206.1","NPIPB11",3653
"ENSG00000261740.1","RP11-345J4.5",3417
"ENSG00000183336.7","BOLA2",1012
"ENSG00000181625.13","SLX1B",2462
"ENSG00000213648.6","SULT1A4",3451
"ENSG00000258150.1","RP11-345J4.3",1819
"ENSG00000169203.12","RP11-231C14.4",4250
"ENSG00000197471.7","SPN",7372
"ENSG00000103485.13","QPRT",3680
"ENSG00000185905.3","C16orf54",2585
"ENSG00000174992.6","ZG16",1934
"ENSG00000079616.8","KIF22",4312
"ENSG00000103495.9","MAZ",4038
"ENSG00000167371.12","PRRT2",3318
"ENSG00000185928.7","PAGR1",2165
"ENSG00000263136.2","PAGR1",1143
"ENSG00000013364.14","MVP",6136
"ENSG00000103502.9","CDIPT",3325
"ENSG00000174938.10","SEZ6L2",4110
"ENSG00000174939.6","ASPHD1",2312
"ENSG00000174943.5","KCTD13",4861
"ENSG00000149932.12","TMEM219",2428
"ENSG00000149930.13","TAOK2",9058
"ENSG00000149929.11","HIRIP3",3928
"ENSG00000169592.10","INO80E",6076
"ENSG00000149927.13","DOC2A",6426
"ENSG00000167194.3","C16orf92",1115
"ENSG00000149926.9","FAM57B",4920
"ENSG00000149925.12","ALDOA",6153
"ENSG00000149923.9","PPP4C",2734
"ENSG00000149922.6","TBX6",3066
"ENSG00000090238.7","YPEL3",3181
"ENSG00000102886.10","GDPD3",1891
"ENSG00000102882.7","MAPK3",3669
"ENSG00000102879.11","CORO1A",4871
"ENSG00000169627.7","BOLA2B",1365
"ENSG00000132207.13","SLX1A",2464
"ENSG00000261052.1","SULT1A3",4745
"ENSG00000258130.3","RP11-347C12.3",2707
"ENSG00000198064.9","RP11-347C12.1",4457
"ENSG00000169217.4","CD2BP2",3773
"ENSG00000169221.9","TBC1D10B",6699
"ENSG00000180209.7","MYLPF",1119
"ENSG00000180035.6","ZNF48",3744
"ENSG00000180096.7","SEPT1",4217
"ENSG00000270466.1","SEPT1",1119
"ENSG00000179965.7","ZNF771",4128
"ENSG00000179958.4","DCTPP1",1581
"ENSG00000179918.15","SEPHS2",2551
"ENSG00000005844.13","ITGAL",6472
"ENSG00000169957.8","ZNF768",2392
"ENSG00000169955.6","ZNF747",4065
"ENSG00000261459.1","ZNF747",1515
"ENSG00000260869.1","AC002310.13",377
"ENSG00000169951.5","ZNF764",3113
"ENSG00000229809.4","ZNF688",3023
"ENSG00000197162.8","ZNF785",4340
"ENSG00000156853.7","ZNF689",4159
"ENSG00000156858.7","PRR14",3860
"ENSG00000156860.11","FBRS",7218
"ENSG00000080603.12","SRCAP",12746
"ENSG00000156873.11","PHKG2",7502
"ENSG00000196118.7","C16orf93",3081
"ENSG00000103549.17","RNF40",6523
"ENSG00000102870.4","ZNF629",6079
"ENSG00000099385.7","BCL7C",4398
"ENSG00000150281.6","CTF1",1664
"ENSG00000099364.12","FBXL19",4340
"ENSG00000175938.6","ORAI3",2643
"ENSG00000099381.12","SETD1A",6903
"ENSG00000099377.9","HSD3B7",2504
"ENSG00000268863.1","AC135048.1",726
"ENSG00000099365.5","STX1B",5408
"ENSG00000103496.10","STX4",4078
"ENSG00000167394.8","ZNF668",3935
"ENSG00000232748.2","ZNF668",639
"ENSG00000167395.10","ZNF646",8635
"ENSG00000151006.7","PRSS53",5501
"ENSG00000255439.2","RP11-196G11.1",2716
"ENSG00000167397.10","VKORC1",2191
"ENSG00000103507.9","BCKDK",3871
"ENSG00000103510.15","KAT8",4334
"ENSG00000052344.11","PRSS8",3008
"ENSG00000178226.6","PRSS36",3685
"ENSG00000089280.14","FUS",7218
"ENSG00000103490.13","PYCARD",1661
"ENSG00000261359.2","C16orf98",1095
"ENSG00000177238.9","TRIM72",2152
"ENSG00000169900.3","PYDC1",861
"ENSG00000169896.12","ITGAM",5665
"ENSG00000140678.12","ITGAX",6533
"ENSG00000156886.11","ITGAD",4411
"ENSG00000156885.4","COX6A2",759
"ENSG00000176723.5","ZNF843",2891
"ENSG00000140691.12","ARMC5",5545
"ENSG00000140682.14","TGFB1I1",5403
"ENSG00000140675.8","SLC5A2",4468
"ENSG00000140688.12","C16orf58",3630
"ENSG00000169877.5","AHSP",562
"ENSG00000197302.6","ZNF720",9816
"ENSG00000185947.10","ZNF267",6323
"ENSG00000223931.1","AC142381.1",291
"ENSG00000205456.7","TP53TG3D",2919
"ENSG00000183632.10","TP53TG3",3001
"ENSG00000205457.6","TP53TG3C",4769
"ENSG00000261509.2","TP53TG3B",2746
"ENSG00000259680.4","RP11-812E19.9",381
"ENSG00000179755.2","CTD-2144E22.5",772
"ENSG00000171241.4","SHCBP1",4459
"ENSG00000069329.11","VPS35",9723
"ENSG00000091651.4","ORC6",4309
"ENSG00000140795.8","MYLK3",5912
"ENSG00000155330.5","C16orf87",7443
"ENSG00000166123.9","GPT2",6354
"ENSG00000069345.7","DNAJA2",5039
"ENSG00000171208.5","NETO2",7481
"ENSG00000129636.8","ITFG1",7768
"ENSG00000102893.11","PHKB",11822
"ENSG00000140798.11","ABCC12",7456
"ENSG00000121270.11","ABCC11",7246
"ENSG00000102910.9","LONP2",9957
"ENSG00000196470.7","SIAH1",6725
"ENSG00000102921.3","N4BP1",7839
"ENSG00000102924.7","CBLN1",2594
"ENSG00000166152.3","C16orf78",1068
"ENSG00000102935.7","ZNF423",9000
"ENSG00000205423.7","CNEP1R1",4178
"ENSG00000155393.8","HEATR3",4183
"ENSG00000121274.8","PAPD5",8144
"ENSG00000121281.8","ADCY7",8630
"ENSG00000166164.11","BRD7",8492
"ENSG00000140807.4","NKD1",4912
"ENSG00000167208.10","SNX20",5754
"ENSG00000167207.7","NOD2",5747
"ENSG00000083799.13","CYLD",12963
"ENSG00000103449.7","SALL1",5660
"ENSG00000261190.1","C16orf97",2968
"ENSG00000103460.12","TOX3",5031
"ENSG00000177200.11","CHD9",16501
"ENSG00000103479.10","RBL2",7530
"ENSG00000166971.12","AKTIP",5202
"ENSG00000103494.8","RPGRIP1L",12857
"ENSG00000140718.14","FTO",12723
"ENSG00000259517.1","RP11-324D17.1",633
"ENSG00000177508.11","IRX3",2911
"ENSG00000176842.10","IRX5",2845
"ENSG00000159387.7","IRX6",3399
"ENSG00000087245.8","MMP2",4933
"ENSG00000087253.7","LPCAT2",7439
"ENSG00000256812.1","CAPNS2",1016
"ENSG00000103546.14","SLC6A2",5463
"ENSG00000198848.8","CES1",2937
"ENSG00000159398.11","CES5A",3204
"ENSG00000087258.9","GNAO1",9813
"ENSG00000159461.10","AMFR",5758
"ENSG00000167005.9","NUDT21",5474
"ENSG00000087263.12","OGFOD1",5806
"ENSG00000125124.7","BBS2",8337
"ENSG00000102891.3","MT4",294
"ENSG00000087250.4","MT3",1837
"ENSG00000125148.6","MT2A",1299
"ENSG00000169715.10","MT1E",1052
"ENSG00000268317.1","AC026461.1",54
"ENSG00000205364.3","MT1M",942
"ENSG00000205362.6","MT1A",396
"ENSG00000169688.10","MT1B",380
"ENSG00000198417.5","MT1F",1889
"ENSG00000125144.9","MT1G",750
"ENSG00000205358.3","MT1H",723
"ENSG00000187193.8","MT1X",1773
"ENSG00000102900.8","NUP93",5735
"ENSG00000070915.5","SLC12A3",6180
"ENSG00000051108.10","HERPUD1",4178
"ENSG00000087237.6","CETP",2085
"ENSG00000140853.11","NLRC5",12386
"ENSG00000140848.12","CPNE2",7380
"ENSG00000172775.12","FAM192A",4347
"ENSG00000159579.9","RSPRY1",6064
"ENSG00000102931.3","ARL2BP",2124
"ENSG00000102934.5","PLLP",1620
"ENSG00000102962.4","CCL22",2929
"ENSG00000006210.6","CX3CL1",5983
"ENSG00000102970.6","CCL17",615
"ENSG00000005194.10","CIAPIN1",3509
"ENSG00000088682.9","COQ9",4324
"ENSG00000102978.8","POLR2C",3940
"ENSG00000125170.6","DOK4",4759
"ENSG00000135736.5","CCDC102A",2582
"ENSG00000159618.11","GPR114",5852
"ENSG00000205336.7","GPR56",8319
"ENSG00000182885.12","GPR97",3593
"ENSG00000159625.10","CCDC135",5151
"ENSG00000140854.8","KATNB1",4591
"ENSG00000140859.11","KIFC3",7552
"ENSG00000187185.3","CTD-2600O9.1",2106
"ENSG00000070729.9","CNGB1",6039
"ENSG00000159648.7","TEPP",3103
"ENSG00000166188.2","ZNF319",4274
"ENSG00000103005.7","USB1",7298
"ENSG00000102996.4","MMP15",4419
"ENSG00000070761.3","C16orf80",2371
"ENSG00000070770.4","CSNK2A2",6905
"ENSG00000103021.5","CCDC113",5927
"ENSG00000103023.7","PRSS54",2112
"ENSG00000181938.9","GINS3",5105
"ENSG00000103034.10","NDRG4",9647
"ENSG00000103037.7","SETD6",4424
"ENSG00000125107.12","CNOT1",10852
"ENSG00000103042.4","SLC38A7",6991
"ENSG00000125166.8","GOT2",3766
"ENSG00000260240.1","RP11-105C20.2",805
"ENSG00000150394.9","CDH8",13529
"ENSG00000140937.9","CDH11",9920
"ENSG00000179776.13","CDH5",5961
"ENSG00000166546.9","BEAN1",7165
"ENSG00000260851.2","RP11-403P17.5",843
"ENSG00000247270.2","AC132186.1",2973
"ENSG00000166548.11","TK2",7169
"ENSG00000217555.8","CKLF",1161
"ENSG00000254788.2","CKLF-CMTM1",1254
"ENSG00000089505.13","CMTM1",1467
"ENSG00000140932.5","CMTM2",1151
"ENSG00000140931.15","CMTM3",3163
"ENSG00000183723.8","CMTM4",8117
"ENSG00000135720.8","DYNC1LI2",8278
"ENSG00000249961.5","CCDC79",3115
"ENSG00000159593.10","NAE1",4810
"ENSG00000168748.9","CA7",1862
"ENSG00000172840.2","PDP2",5220
"ENSG00000166589.8","CDH16",3656
"ENSG00000166592.7","RRAD",1709
"ENSG00000166595.7","FAM96B",1069
"ENSG00000172831.7","CES2",5343
"ENSG00000172828.8","CES3",4935
"ENSG00000172824.10","CES4A",4340
"ENSG00000067955.9","CBFB",4129
"ENSG00000125149.7","C16orf70",5965
"ENSG00000237172.3","B3GNT9",2917
"ENSG00000102871.11","TRADD",2567
"ENSG00000135722.4","FBXL8",2866
"ENSG00000102878.11","HSF4",4507
"ENSG00000265690.3","RP11-5A19.5",2009
"ENSG00000140939.10","NOL3",2997
"ENSG00000196123.8","KIAA0895L",4780
"ENSG00000179044.11","EXOC3L1",3077
"ENSG00000205250.4","E2F4",3582
"ENSG00000102890.10","ELMO3",2575
"ENSG00000125122.10","LRRC29",2807
"ENSG00000237102.2","AC040160.1",778
"ENSG00000168701.14","TMEM208",1787
"ENSG00000135723.9","FHOD1",5407
"ENSG00000135740.12","SLC9A5",5419
"ENSG00000196155.8","PLEKHG4",7328
"ENSG00000168676.6","KCTD19",7383
"ENSG00000159708.13","LRRC36",4017
"ENSG00000159713.6","TPPP3",2618
"ENSG00000159714.6","ZDHHC1",3261
"ENSG00000176387.6","HSD11B2",2674
"ENSG00000159720.7","ATP6V0D1",8212
"ENSG00000159723.4","AGRP",764
"ENSG00000039523.13","FAM65A",6730
"ENSG00000102974.10","CTCF",4301
"ENSG00000159753.9","RLTPR",7699
"ENSG00000102977.9","ACD",3218
"ENSG00000102981.5","PARD6A",1488
"ENSG00000124074.7","ENKD1",2679
"ENSG00000159761.10","C16orf86",1789
"ENSG00000141098.8","GFOD2",7397
"ENSG00000141084.6","RANBP10",6401
"ENSG00000102904.10","TSNAXIP1",3852
"ENSG00000102901.8","CENPT",5539
"ENSG00000168286.1","THAP11",1885
"ENSG00000102898.7","NUTF2",3895
"ENSG00000038358.10","EDC4",6173
"ENSG00000188038.3","NRN1L",1052
"ENSG00000159792.5","PSKH1",3977
"ENSG00000141086.13","CTRL",2715
"ENSG00000261884.2","CTC-479C5.12",5685
"ENSG00000205220.7","PSMB10",1853
"ENSG00000213398.3","LCAT",2625
"ENSG00000124067.12","SLC12A4",8298
"ENSG00000141096.4","DPEP3",2018
"ENSG00000167261.9","DPEP2",3498
"ENSG00000167264.13","DUS2",4472
"ENSG00000182810.5","DDX28",2592
"ENSG00000072736.14","NFATC3",8806
"ENSG00000103067.7","ESRP2",5563
"ENSG00000103066.8","PLA2G15",4460
"ENSG00000103064.9","SLC7A6",7570
"ENSG00000103061.7","SLC7A6OS",5187
"ENSG00000132600.12","PRMT7",9458
"ENSG00000103056.7","SMPD3",7163
"ENSG00000184939.11","ZFP90",7015
"ENSG00000062038.9","CDH3",5009
"ENSG00000039068.14","CDH1",6154
"ENSG00000103047.3","TANGO6",6839
"ENSG00000103044.6","HAS3",5289
"ENSG00000168802.8","CHTF8",3383
"ENSG00000263203.1","CHTF8",1575
"ENSG00000141076.13","CIRH1A",5681
"ENSG00000168807.12","SNTB2",9875
"ENSG00000260914.2","RP11-343C2.11",865
"ENSG00000132612.14","VPS4A",3777
"ENSG00000213380.9","COG8",5784
"ENSG00000258429.1","PDF",1158
"ENSG00000272617.1","RP11-343C2.12",887
"ENSG00000260371.1","RP11-343C2.9",564
"ENSG00000259900.1","RP11-343C2.7",747
"ENSG00000132603.9","NIP7",3274
"ENSG00000157315.4","TMED6",1411
"ENSG00000132604.6","TERF2",5621
"ENSG00000103018.12","CYB5B",6903
"ENSG00000102908.16","NFAT5",16401
"ENSG00000181019.8","NQO1",3254
"ENSG00000141101.8","NOB1",2119
"ENSG00000198373.8","WWP2",9053
"ENSG00000157322.12","CLEC18A",5894
"ENSG00000090857.9","PDPR",9148
"ENSG00000157335.15","CLEC18C",4894
"ENSG00000269746.1","AC009060.1",381
"ENSG00000269866.1","FKSG63",381
"ENSG00000223496.1","EXOSC6",1700
"ENSG00000090861.11","AARS",4498
"ENSG00000157349.11","DDX19B",4522
"ENSG00000260537.1","RP11-529K1.3",887
"ENSG00000168872.11","DDX19A",7879
"ENSG00000157350.8","ST3GAL2",6287
"ENSG00000157353.12","FUK",7405
"ENSG00000103051.14","COG4",4786
"ENSG00000189091.8","SF3B3",9666
"ENSG00000157368.6","IL34",2233
"ENSG00000132613.10","MTSS1L",4992
"ENSG00000268927.1","FLJ00418",4170
"ENSG00000103043.10","VAC14",8278
"ENSG00000157423.13","HYDIN",23411
"ENSG00000180917.12","CMTR2",7582
"ENSG00000172137.14","CALB2",1703
"ENSG00000167377.13","ZNF23",7342
"ENSG00000261611.3","AC010547.9",3677
"ENSG00000157429.11","ZNF19",7983
"ENSG00000140835.8","CHST4",2669
"ENSG00000198650.6","TAT",5407
"ENSG00000140832.5","MARVELD3",6446
"ENSG00000040199.14","PHLPP2",12493
"ENSG00000166747.8","AP1G1",10979
"ENSG00000224470.3","ATXN1L",8537
"ENSG00000182149.16","IST1",5617
"ENSG00000102984.10","ZNF821",3402
"ENSG00000102967.7","DHODH",4312
"ENSG00000140830.4","TXNL4B",3170
"ENSG00000257017.4","HP",5405
"ENSG00000261701.2","HPR",1761
"ENSG00000140829.7","DHX38",6209
"ENSG00000118557.11","PMFBP1",5691
"ENSG00000140836.10","ZFHX3",17503
"ENSG00000197445.2","C16orf47",1308
"ENSG00000103035.6","PSMD7",2740
"ENSG00000196436.7","NPIPB15",1428
"ENSG00000140839.7","CLEC18B",2610
"ENSG00000090863.7","GLG1",9550
"ENSG00000168411.9","RFWD3",6465
"ENSG00000168404.8","MLKL",5692
"ENSG00000103089.4","FA2H",3010
"ENSG00000103091.10","WDR59",7218
"ENSG00000186187.7","ZNRF1",8824
"ENSG00000166816.9","LDHD",2359
"ENSG00000184517.7","ZFP1",3761
"ENSG00000168928.8","CTRB2",2346
"ENSG00000168925.6","CTRB1",1016
"ENSG00000050820.12","BCAR1",8335
"ENSG00000153774.4","CFDP1",3230
"ENSG00000261717.1","RP11-77K12.1",530
"ENSG00000166822.8","TMEM170A",5572
"ENSG00000183196.4","CHST6",3470
"ENSG00000260092.1","RP11-77K12.7",2125
"ENSG00000135702.10","CHST5",3322
"ENSG00000205084.6","TMEM231",3814
"ENSG00000034713.3","GABARAPL2",3034
"ENSG00000065457.6","ADAT1",4486
"ENSG00000065427.10","KARS",3815
"ENSG00000166848.5","TERF2IP",3379
"ENSG00000214325.2","AC025287.1",513
"ENSG00000152910.14","CNTNAP4",5367
"ENSG00000261833.1","RP11-58C22.1",284
"ENSG00000103111.10","MON1B",6946
"ENSG00000205078.5","SYCE1L",1244
"ENSG00000140873.11","ADAMTS18",6678
"ENSG00000140876.7","NUDT7",1502
"ENSG00000171724.2","VAT1L",4137
"ENSG00000166509.6","CLEC3A",3007
"ENSG00000186153.12","WWOX",4886
"ENSG00000268977.1","PIH1",93
"ENSG00000178573.6","MAF",6976
"ENSG00000168589.10","DYNLRB2",1464
"ENSG00000166446.10","CDYL2",8557
"ENSG00000103121.4","CMC2",3428
"ENSG00000166451.9","CENPN",3568
"ENSG00000166454.5","ATMIN",6262
"ENSG00000166455.9","C16orf46",2369
"ENSG00000140905.5","GCSH",1880
"ENSG00000135697.5","BCMO1",2930
"ENSG00000261609.3","GAN",15406
"ENSG00000153815.12","CMIP",8376
"ENSG00000197943.5","PLCG2",9017
"ENSG00000184860.5","SDR42E1",3150
"ENSG00000086696.6","HSD17B2",2688
"ENSG00000135698.5","MPHOSPH6",2190
"ENSG00000140945.11","CDH13",7146
"ENSG00000230989.2","HSBP1",8157
"ENSG00000103150.4","MLYCD",5317
"ENSG00000260300.1","RP11-505K9.4",1586
"ENSG00000140961.8","OSGIN1",3460
"ENSG00000103154.5","NECAB2",2520
"ENSG00000166558.6","SLC38A8",1819
"ENSG00000140943.12","MBTPS1",10226
"ENSG00000103160.7","HSDL1",3896
"ENSG00000154099.13","DNAAF1",5939
"ENSG00000103168.12","TAF1C",5565
"ENSG00000140955.6","ADAD2",4111
"ENSG00000168418.6","KCNG4",3003
"ENSG00000103175.6","WFDC1",4817
"ENSG00000064270.8","ATP2C2",6693
"ENSG00000140950.11","TLDC1",6505
"ENSG00000103187.6","COTL1",6742
"ENSG00000135686.8","KLHL36",9995
"ENSG00000103194.11","USP10",5083
"ENSG00000103196.7","CRISPLD2",7963
"ENSG00000153786.8","ZDHHC7",3947
"ENSG00000135709.8","KIAA0513",8819
"ENSG00000153789.8","FAM92B",1897
"ENSG00000262601.1","CTC-786C10.1",777
"ENSG00000261567.1","RP11-680G10.1",289
"ENSG00000131149.13","GSE1",10173
"ENSG00000131153.4","GINS2",3264
"ENSG00000154102.6","C16orf74",2181
"ENSG00000131148.4","EMC8",4021
"ENSG00000131143.4","COX4I1",4792
"ENSG00000140968.6","IRF8",5162
"ENSG00000103241.5","FOXF1",2568
"ENSG00000103248.13","MTHFSD",5350
"ENSG00000176692.4","FOXC2",1683
"ENSG00000176678.4","FOXL1",3276
"ENSG00000260456.2","C16orf95",3069
"ENSG00000131152.4","RP11-178L8.4",953
"ENSG00000103264.11","FBXO31",6810
"ENSG00000140941.8","MAP1LC3B",5313
"ENSG00000140948.7","ZCCHC14",7390
"ENSG00000154118.8","JPH3",5941
"ENSG00000226180.2","AC010536.1",2610
"ENSG00000104731.9","KLHDC4",9649
"ENSG00000205047.3","FLJ00104",6938
"ENSG00000103257.4","SLC7A5",4745
"ENSG00000174990.3","CA5A",1508
"ENSG00000172530.15","BANP",7679
"ENSG00000225614.2","ZNF469",13287
"ENSG00000179588.4","ZFPM1",5899
"ENSG00000158545.11","ZC3H18",8648
"ENSG00000124391.4","IL17C",1379
"ENSG00000051523.6","CYBA",3357
"ENSG00000167508.6","MVD",4717
"ENSG00000185669.5","SNAI3",1732
"ENSG00000158717.6","RNF166",4394
"ENSG00000174177.8","CTU2",3532
"ENSG00000103335.15","PIEZO1",10855
"ENSG00000167513.4","CDT1",3336
"ENSG00000198931.6","APRT",1803
"ENSG00000141012.8","GALNS",8402
"ENSG00000269422.1","AC092384.1",48
"ENSG00000167515.6","TRAPPC2L",4463
"ENSG00000205022.5","PABPN1L",1387
"ENSG00000129993.10","CBFA2T3",5972
"ENSG00000205018.2","RP11-830F9.6",1812
"ENSG00000176715.11","ACSF3",11629
"ENSG00000129910.3","CDH15",4628
"ENSG00000259803.2","SLC22A31",2373
"ENSG00000170100.9","ZNF778",3150
"ENSG00000167522.10","ANKRD11",15352
"ENSG00000268218.1","AC137932.1",3660
"ENSG00000197912.9","SPG7",10035
"ENSG00000167526.9","RPL13",3886
"ENSG00000178773.10","CPNE7",3048
"ENSG00000015413.5","DPEP1",2712
"ENSG00000131165.10","CHMP1A",3208
"ENSG00000167523.9","SPATA33",5746
"ENSG00000185324.17","CDK10",6791
"ENSG00000260259.1","RP11-368I7.4",721
"ENSG00000158792.11","SPATA2L",2482
"ENSG00000075399.8","VPS9D1",3428
"ENSG00000158805.7","ZNF276",7427
"ENSG00000187741.10","FANCA",9736
"ENSG00000204991.6","SPIRE2",7975
"ENSG00000141002.14","TCF25",5995
"ENSG00000258839.2","MC1R",5566
"ENSG00000198211.8","TUBB3",2776
"ENSG00000258947.2","TUBB3",6138
"ENSG00000140995.12","DEF8",6565
"ENSG00000177946.4","CENPBD1",2737
"ENSG00000003249.9","DBNDD1",3522
"ENSG00000141013.10","GAS8",5615
"ENSG00000221819.2","C16orf3",994
"ENSG00000126856.9","PRDM7",4104
"ENSG00000272636.1","DOC2B",1480
"ENSG00000181031.11","RPH3AL",5953
"ENSG00000187624.7","C17orf97",2505
"ENSG00000183688.4","FAM101B",3621
"ENSG00000141252.15","VPS53",20899
"ENSG00000167695.10","FAM57A",2734
"ENSG00000179409.6","GEMIN4",5751
"ENSG00000167699.9","GLOD4",4951
"ENSG00000171861.6","RNMTL1",2065
"ENSG00000167693.12","NXN",5881
"ENSG00000262003.1","RP11-676J12.7",820
"ENSG00000177370.4","TIMM22",3194
"ENSG00000159842.10","ABR",11709
"ENSG00000205899.3","BHLHA9",902
"ENSG00000184811.3","TUSC5",3596
"ENSG00000108953.12","YWHAE",3847
"ENSG00000167193.7","CRK",4090
"ENSG00000197879.10","MYO1C",8152
"ENSG00000132376.15","INPP5K",5325
"ENSG00000174238.10","PITPNA",4784
"ENSG00000167703.10","SLC43A2",10618
"ENSG00000074660.11","SCARF1",4957
"ENSG00000167705.7","RILP",2098
"ENSG00000174231.12","PRPF8",11355
"ENSG00000185561.8","TLCD2",991
"ENSG00000167716.14","WDR81",7913
"ENSG00000167711.9","SERPINF2",2348
"ENSG00000132386.6","SERPINF1",3069
"ENSG00000186532.7","SMYD4",6777
"ENSG00000132383.7","RPA1",5492
"ENSG00000185924.6","RTN4RL1",3625
"ENSG00000108963.13","DPH1",5757
"ENSG00000262664.1","OVCA2",1025
"ENSG00000177374.8","HIC1",4554
"ENSG00000070366.9","SMG6",11060
"ENSG00000167720.8","SRR",3498
"ENSG00000167721.6","TSR1",5545
"ENSG00000141258.8","SGSM2",9771
"ENSG00000070444.10","MNT",8728
"ENSG00000127804.8","METTL16",8934
"ENSG00000205821.4","AC006435.1",573
"ENSG00000007168.8","PAFAH1B1",8127
"ENSG00000132361.12","CLUH",6900
"ENSG00000132359.9","RAP1GAP2",7350
"ENSG00000262628.1","OR1D5",939
"ENSG00000184166.1","OR1D2",939
"ENSG00000183024.3","OR1G1",998
"ENSG00000172150.4","OR1A2",930
"ENSG00000172146.1","OR1A1",930
"ENSG00000221882.2","OR3A2",1076
"ENSG00000180090.3","OR3A1",948
"ENSG00000180016.2","OR1E1",1307
"ENSG00000159961.1","OR3A3",966
"ENSG00000127780.3","OR1E2",972
"ENSG00000141255.8","SPATA22",2860
"ENSG00000108381.6","ASPA",5854
"ENSG00000167723.10","TRPV3",9780
"ENSG00000262304.1","SHPK",7400
"ENSG00000196689.6","TRPV1",4995
"ENSG00000197417.7","SHPK",3838
"ENSG00000040531.10","CTNS",3398
"ENSG00000213977.3","TAX1BP3",1377
"ENSG00000257950.3","P2RX5-TAX1BP3",5905
"ENSG00000127774.6","EMC6",769
"ENSG00000083454.17","P2RX5",4190
"ENSG00000083457.7","ITGAE",6657
"ENSG00000177602.4","GSG2",2857
"ENSG00000074356.12","C17orf85",5717
"ENSG00000004660.10","CAMKK1",7424
"ENSG00000108405.3","P2RX1",3970
"ENSG00000074370.13","ATP2A3",6866
"ENSG00000074755.10","ZZEF1",15878
"ENSG00000167740.5","CYB5D2",2182
"ENSG00000185722.12","ANKFY1",14122
"ENSG00000132388.8","UBE2G1",4539
"ENSG00000182557.3","SPNS3",2684
"ENSG00000183018.4","SPNS2",4111
"ENSG00000132382.10","MYBBP1A",6203
"ENSG00000167741.6","GGT6",3161
"ENSG00000188176.7","SMTNL2",2470
"ENSG00000161905.8","ALOX15",3404
"ENSG00000141456.10","PELP1",4967
"ENSG00000141480.13","ARRB2",4372
"ENSG00000161920.5","MED11",1477
"ENSG00000161921.10","CXCL16",2794
"ENSG00000141497.9","ZMYND15",3291
"ENSG00000142484.5","TM4SF5",930
"ENSG00000182853.7","VMO1",803
"ENSG00000182327.7","GLTPD2",1023
"ENSG00000142507.5","PSMB6",1420
"ENSG00000129219.9","PLD2",4888
"ENSG00000141503.11","MINK1",7817
"ENSG00000108556.7","CHRNE",2641
"ENSG00000205710.3","C17orf107",3408
"ENSG00000185245.6","GP1BA",2501
"ENSG00000108528.9","SLC25A11",2669
