"length","gene_id","gene_name"
4761,"ENSG00000196361.8","ELAVL3"
3629,"ENSG00000196363.8","WDR5"
5085,"ENSG00000196365.10","LONP1"
13218,"ENSG00000196367.11","TRRAP"
2385,"ENSG00000196368.4","NUDT11"
7230,"ENSG00000196369.9","SRGAP2B"
6059,"ENSG00000196371.3","FUT4"
3003,"ENSG00000196372.11","ASB13"
4855,"ENSG00000196376.9","SLC35F1"
2222,"ENSG00000196378.10","ZNF34"
3617,"ENSG00000196381.9","ZNF781"
5374,"ENSG00000196387.8","ZNF140"
1553,"ENSG00000196388.7","INCA1"
8511,"ENSG00000196391.9","ZNF774"
4041,"ENSG00000196396.8","PTPN1"
10621,"ENSG00000196405.11","EVL"
682,"ENSG00000196406.4","SPANXD"
984,"ENSG00000196407.10","THEM5"
2159,"ENSG00000196408.10","NOXO1"
6435,"ENSG00000196411.8","EPHB4"
1146,"ENSG00000196415.8","PRTN3"
12344,"ENSG00000196417.11","ZNF765"
4517,"ENSG00000196418.11","ZNF124"
3288,"ENSG00000196419.11","XRCC6"
784,"ENSG00000196420.6","S100A5"
5276,"ENSG00000196422.9","PPP1R26"
2586,"ENSG00000196427.12","NBPF4"
11676,"ENSG00000196428.11","TSC22D2"
811,"ENSG00000196431.3","CRYBA4"
1846,"ENSG00000196433.10","ASMT"
1702,"ENSG00000196436.8","NPIPB15"
5016,"ENSG00000196437.9","ZNF569"
13351,"ENSG00000196440.10","ARMCX4"
1826,"ENSG00000196449.3","YRDC"
3233,"ENSG00000196453.7","ZNF777"
5376,"ENSG00000196455.6","PIK3R4"
6876,"ENSG00000196456.7","ZNF775"
10824,"ENSG00000196458.9","ZNF605"
6107,"ENSG00000196459.12","TRAPPC2"
2551,"ENSG00000196460.11","RFX8"
3259,"ENSG00000196465.9","MYL6B"
5055,"ENSG00000196466.9","ZNF799"
1650,"ENSG00000196468.7","FGF16"
6725,"ENSG00000196470.10","SIAH1"
1942,"ENSG00000196475.5","GK2"
1730,"ENSG00000196476.10","C20orf96"
10912,"ENSG00000196482.15","ESRRG"
5007,"ENSG00000196497.14","IPO4"
13975,"ENSG00000196498.12","NCOR2"
8909,"ENSG00000196502.10","SULT1A1"
1258,"ENSG00000196503.2","ARL9"
9536,"ENSG00000196504.14","PRPF40A"
10496,"ENSG00000196505.9","GDAP2"
2305,"ENSG00000196507.9","TCEAL3"
6009,"ENSG00000196510.11","ANAPC7"
8438,"ENSG00000196511.12","TPK1"
5159,"ENSG00000196517.10","SLC6A9"
10036,"ENSG00000196526.9","AFAP1"
10008,"ENSG00000196531.9","NACA"
10752,"ENSG00000196535.13","MYO18A"
957,"ENSG00000196539.3","OR2T3"
3745,"ENSG00000196542.7","SPTSSB"
2575,"ENSG00000196544.7","C17orf59"
10002,"ENSG00000196547.13","MAN2A2"
9620,"ENSG00000196549.9","MME"
3783,"ENSG00000196550.9","FAM72A"
8484,"ENSG00000196557.9","CACNA1H"
6657,"ENSG00000196562.13","SULF2"
2241,"ENSG00000196565.11","HBG2"
10094,"ENSG00000196569.10","LAMA2"
530,"ENSG00000196570.2","PFN3"
7257,"ENSG00000196576.13","PLXNB2"
930,"ENSG00000196578.4","OR5AC2"
12405,"ENSG00000196581.9","AJAP1"
4853,"ENSG00000196584.2","XRCC2"
8785,"ENSG00000196586.12","MYO6"
6602,"ENSG00000196588.13","MKL1"
15461,"ENSG00000196591.10","HDAC2"
4622,"ENSG00000196597.10","ZNF782"
3752,"ENSG00000196600.11","SLC22A25"
4371,"ENSG00000196604.10","POTEF"
3912,"ENSG00000196605.6","ZNF846"
1970,"ENSG00000196611.4","MMP1"
6524,"ENSG00000196616.11","ADH1B"
2191,"ENSG00000196620.7","UGT2B15"
24564,"ENSG00000196628.12","TCF4"
11472,"ENSG00000196632.9","WNK3"
2303,"ENSG00000196636.7","ACN9"
5546,"ENSG00000196639.6","HRH1"
10350,"ENSG00000196642.14","RABL6"
5425,"ENSG00000196646.10","ZNF136"
6056,"ENSG00000196652.10","ZKSCAN5"
3273,"ENSG00000196653.10","ZNF502"
5140,"ENSG00000196655.8","TRAPPC4"
4017,"ENSG00000196659.9","TTC30B"
5770,"ENSG00000196660.9","SLC30A10"
987,"ENSG00000196661.3","OR8B3"
9384,"ENSG00000196663.14","TECPR2"
5209,"ENSG00000196664.4","TLR7"
1388,"ENSG00000196666.4","FAM180B"
4197,"ENSG00000196670.12","ZFP62"
6761,"ENSG00000196678.12","ERI2"
1751,"ENSG00000196683.9","TOMM7"
3398,"ENSG00000196684.11","HSH2D"
4995,"ENSG00000196689.9","TRPV1"
8307,"ENSG00000196693.13","ZNF33B"
6022,"ENSG00000196700.6","ZNF512B"
4214,"ENSG00000196704.10","AMZ2"
14132,"ENSG00000196705.7","ZNF431"
1217,"ENSG00000196711.7","FAM150A"
26685,"ENSG00000196712.15","NF1"
5899,"ENSG00000196715.5","VKORC1L1"
4501,"ENSG00000196724.11","ZNF418"
8907,"ENSG00000196730.11","DAPK1"
1183,"ENSG00000196734.7","LCE1B"
6927,"ENSG00000196735.10","HLA-DQA1"
13988,"ENSG00000196739.13","COL27A1"
4479,"ENSG00000196743.7","GM2A"
503,"ENSG00000196747.4","HIST1H2AI"
611,"ENSG00000196748.8","CLPSL2"
1567,"ENSG00000196754.9","S100A2"
3319,"ENSG00000196757.6","ZNF700"
3878,"ENSG00000196767.6","POU3F4"
930,"ENSG00000196772.3","OR14A16"
7895,"ENSG00000196776.13","CD47"
1030,"ENSG00000196778.2","OR52K1"
4906,"ENSG00000196781.12","TLE1"
7012,"ENSG00000196782.11","MAML3"
2250,"ENSG00000196787.3","HIST1H2AG"
4965,"ENSG00000196792.10","STRN3"
2509,"ENSG00000196793.12","ZNF239"
294,"ENSG00000196800.5","SPINK14"
617,"ENSG00000196805.7","SPRR2B"
2615,"ENSG00000196811.10","CHRNG"
1328,"ENSG00000196812.4","ZSCAN16"
7884,"ENSG00000196814.13","MVB12B"
4551,"ENSG00000196821.8","C6orf106"
4505,"ENSG00000196826.7","ZNF709"
1111,"ENSG00000196832.3","OR11G2"
7023,"ENSG00000196834.10","POTEI"
2852,"ENSG00000196839.11","ADA"
3565,"ENSG00000196843.14","ARID5A"
1657,"ENSG00000196844.7","PATE2"
5687,"ENSG00000196850.5","PPTC7"
1936,"ENSG00000196859.6","KRT39"
620,"ENSG00000196860.6","TOMM20L"
5464,"ENSG00000196862.9","RGPD4"
11223,"ENSG00000196865.4","NHLRC2"
393,"ENSG00000196866.2","HIST1H2AD"
6974,"ENSG00000196867.6","ZFP28"
4705,"ENSG00000196872.9","KIAA1211L"
12319,"ENSG00000196873.14","CBWD3"
12481,"ENSG00000196876.12","SCN8A"
4688,"ENSG00000196878.11","LAMB3"
2364,"ENSG00000196890.4","HIST3H2BB"
476,"ENSG00000196900.4","TEX43"
5556,"ENSG00000196911.8","KPNA5"
6771,"ENSG00000196912.11","ANKRD36B"
24404,"ENSG00000196914.7","ARHGEF12"
4768,"ENSG00000196917.5","HCAR1"
4407,"ENSG00000196923.12","PDLIM7"
10585,"ENSG00000196924.13","FLNA"
6907,"ENSG00000196932.10","TMEM26"
26641,"ENSG00000196935.7","SRGAP1"
939,"ENSG00000196936.3","OR2L8"
3422,"ENSG00000196937.9","FAM3C"
6033,"ENSG00000196943.11","NOP9"
1047,"ENSG00000196944.3","OR2T4"
3765,"ENSG00000196946.8","ZNF705A"
6917,"ENSG00000196950.12","SLC39A10"
7256,"ENSG00000196954.11","CASP4"
8746,"ENSG00000196961.11","AP2A1"
10758,"ENSG00000196967.9","ZNF585A"
4910,"ENSG00000196968.9","FUT11"
9946,"ENSG00000196975.13","ANXA4"
949,"ENSG00000196976.6","LAGE3"
3720,"ENSG00000196981.3","WDR5B"
1353,"ENSG00000196990.7","FAM163B"
2123,"ENSG00000196993.7","NPIPB9"
4480,"ENSG00000196998.14","WDR45"
7035,"ENSG00000197006.12","METTL9"
2850,"ENSG00000197008.8","ZNF138"
5054,"ENSG00000197013.8","ZNF429"
9627,"ENSG00000197016.10","ZNF470"
2114,"ENSG00000197019.4","SERTAD1"
6612,"ENSG00000197020.9","ZNF100"
2509,"ENSG00000197021.7","CXorf40B"
6041,"ENSG00000197024.7","ZNF398"
7094,"ENSG00000197037.9","ZSCAN25"
5427,"ENSG00000197043.12","ANXA6"
4748,"ENSG00000197044.9","ZNF441"
7966,"ENSG00000197045.11","GMFB"
3598,"ENSG00000197046.10","SIGLEC15"
4023,"ENSG00000197050.9","ZNF420"
2845,"ENSG00000197054.10","ZNF763"
4828,"ENSG00000197056.8","ZMYM1"
5618,"ENSG00000197057.7","DTHD1"
435,"ENSG00000197061.4","HIST1H4C"
2933,"ENSG00000197062.10","ZSCAN26"
5220,"ENSG00000197063.9","MAFG"
3821,"ENSG00000197070.12","ARRDC1"
15818,"ENSG00000197077.11","KIAA1671"
1778,"ENSG00000197079.7","KRT35"
14911,"ENSG00000197081.11","IGF2R"
692,"ENSG00000197084.5","LCE1C"
3397,"ENSG00000197093.9","GAL3ST4"
15826,"ENSG00000197102.9","DYNC1H1"
6644,"ENSG00000197106.6","SLC6A17"
771,"ENSG00000197110.7","IFNL3"
7926,"ENSG00000197111.14","PCBP2"
3335,"ENSG00000197114.10","ZGPAT"
7451,"ENSG00000197119.11","SLC25A29"
12761,"ENSG00000197121.13","PGAP1"
6468,"ENSG00000197122.10","SRC"
1567,"ENSG00000197123.8","ZNF679"
4968,"ENSG00000197124.10","ZNF682"
1033,"ENSG00000197125.2","OR8B8"
6096,"ENSG00000197128.10","ZNF772"
5029,"ENSG00000197134.10","ZNF257"
7972,"ENSG00000197136.4","PCNXL3"
10044,"ENSG00000197140.13","ADAM32"
4236,"ENSG00000197142.9","ACSL5"
7691,"ENSG00000197147.11","LRRC8B"
9336,"ENSG00000197150.11","ABCB8"
775,"ENSG00000197153.4","HIST1H3J"
6500,"ENSG00000197157.9","SND1"
4952,"ENSG00000197162.9","ZNF785"
2275,"ENSG00000197165.9","SULT1A2"
6958,"ENSG00000197168.10","NEK5"
5364,"ENSG00000197170.8","PSMD12"
1863,"ENSG00000197172.9","MAGEA6"
6503,"ENSG00000197177.14","GPR123"
5751,"ENSG00000197181.10","PIWIL2"
9448,"ENSG00000197183.11","NOL4L"
1297,"ENSG00000197191.4","CYSRT1"
2688,"ENSG00000197208.5","SLC22A4"
2059,"ENSG00000197213.8","ZSCAN5B"
7064,"ENSG00000197217.11","ENTPD4"
3581,"ENSG00000197223.10","C1D"
11473,"ENSG00000197226.11","TBC1D9B"
942,"ENSG00000197233.7","OR1J2"
373,"ENSG00000197238.4","HIST1H4J"
1539,"ENSG00000197241.3","SLC2A7"
1524,"ENSG00000197245.4","FAM110D"
4902,"ENSG00000197249.11","SERPINA1"
1738,"ENSG00000197253.12","TPSB2"
7638,"ENSG00000197256.9","KANK2"
2940,"ENSG00000197261.10","C6orf141"
936,"ENSG00000197263.3","OR8D2"
2595,"ENSG00000197265.7","GTF2E2"
1270,"ENSG00000197272.2","IL27"
569,"ENSG00000197273.3","GUCA2A"
5763,"ENSG00000197275.11","RAD54B"
2107,"ENSG00000197279.3","ZNF165"
11004,"ENSG00000197283.11","SYNGAP1"
4597,"ENSG00000197296.5","FITM2"
6551,"ENSG00000197299.9","BLM"
9816,"ENSG00000197302.9","ZNF720"
1030,"ENSG00000197309.2","OR10D3"
12136,"ENSG00000197312.10","DDI2"
9937,"ENSG00000197321.13","SVIL"
9574,"ENSG00000197323.9","TRIM33"
7112,"ENSG00000197324.7","LRP10"
4125,"ENSG00000197329.10","PELI1"
8401,"ENSG00000197343.9","ZNF655"
2825,"ENSG00000197345.11","MRPL21"
594,"ENSG00000197353.3","LYPD2"
5283,"ENSG00000197355.9","UAP1L1"
3291,"ENSG00000197360.8","ZNF98"
3614,"ENSG00000197361.6","FBXL22"
3271,"ENSG00000197362.12","ZNF786"
5308,"ENSG00000197363.8","ZNF517"
339,"ENSG00000197364.6","S100A7L2"
6785,"ENSG00000197372.8","ZNF675"
12788,"ENSG00000197375.11","SLC22A5"
3097,"ENSG00000197376.2","OR8S1"
5361,"ENSG00000197380.9","DACT3"
10012,"ENSG00000197381.14","ADARB1"
3263,"ENSG00000197385.5","ZNF860"
18128,"ENSG00000197386.9","HTT"
939,"ENSG00000197403.3","OR6N1"
2951,"ENSG00000197405.6","C5AR1"
2102,"ENSG00000197406.7","DIO3"
3589,"ENSG00000197408.7","CYP2B6"
411,"ENSG00000197409.7","HIST1H3D"
16281,"ENSG00000197410.11","DCHS2"
6554,"ENSG00000197415.10","VEPH1"
613,"ENSG00000197416.4","FABP12"
3838,"ENSG00000197417.7","SHPK"
1124,"ENSG00000197428.2","OR51D1"
3705,"ENSG00000197429.9","IPP"
3879,"ENSG00000197430.9","OPALIN"
924,"ENSG00000197437.3","OR13G1"
5303,"ENSG00000197442.9","MAP3K5"
5724,"ENSG00000197444.8","OGDHL"
2994,"ENSG00000197446.7","CYP2F1"
4228,"ENSG00000197448.12","GSTK1"
2161,"ENSG00000197451.9","HNRNPAB"
939,"ENSG00000197454.1","OR2L5"
2452,"ENSG00000197457.8","STMN3"
4151,"ENSG00000197461.12","PDGFA"
2004,"ENSG00000197465.12","GYPE"
5761,"ENSG00000197467.12","COL13A1"
7382,"ENSG00000197471.10","SPN"
3756,"ENSG00000197472.13","ZNF695"
4198,"ENSG00000197479.6","PCDHB11"
3851,"ENSG00000197483.9","ZNF628"
938,"ENSG00000197487.7","GALP"
5000,"ENSG00000197496.5","SLC2A10"
7475,"ENSG00000197497.9","ZNF665"
3922,"ENSG00000197498.11","RPF2"
5063,"ENSG00000197506.7","SLC28A3"
2603,"ENSG00000197520.9","FAM177B"
8767,"ENSG00000197530.11","MIB2"
978,"ENSG00000197532.1","OR6Y1"
12988,"ENSG00000197535.13","MYO5A"
7217,"ENSG00000197536.9","C5orf56"
945,"ENSG00000197540.6","GZMM"
8833,"ENSG00000197548.11","ATG7"
12412,"ENSG00000197555.8","SIPA1L1"
5975,"ENSG00000197557.6","TTC30A"
21144,"ENSG00000197558.10","SSPO"
1028,"ENSG00000197561.5","ELANE"
4180,"ENSG00000197562.8","RAB40C"
6796,"ENSG00000197563.8","PIGN"
9282,"ENSG00000197565.14","COL4A6"
5090,"ENSG00000197566.8","ZNF624"
1222,"ENSG00000197568.12","HHLA3"
1747,"ENSG00000197576.12","HOXA4"
4098,"ENSG00000197579.6","TOPORS"
6789,"ENSG00000197580.10","BCO2"
3542,"ENSG00000197584.10","KCNMB2"
5327,"ENSG00000197586.11","ENTPD6"
2896,"ENSG00000197587.9","DMBX1"
969,"ENSG00000197591.3","OR11L1"
8294,"ENSG00000197594.10","ENPP1"
2241,"ENSG00000197595.3","ATP11AUN"
2726,"ENSG00000197599.11","CCDC154"
7501,"ENSG00000197601.11","FAR1"
15146,"ENSG00000197603.12","C5orf42"
4287,"ENSG00000197608.10","ZNF841"
3876,"ENSG00000197614.9","MFAP5"
6493,"ENSG00000197616.10","MYH6"
4898,"ENSG00000197619.12","ZNF615"
4104,"ENSG00000197620.9","CXorf40A"
4184,"ENSG00000197622.11","CDC42SE1"
4442,"ENSG00000197629.5","MPEG1"
2748,"ENSG00000197632.7","SERPINB2"
5009,"ENSG00000197635.8","DPP4"
4535,"ENSG00000197641.10","SERPINB13"
2365,"ENSG00000197646.7","PDCD1LG2"
3079,"ENSG00000197647.10","ZNF433"
3244,"ENSG00000197651.4","CCER1"
16720,"ENSG00000197653.13","DNAH10"
2492,"ENSG00000197658.8","SLC22A24"
1193,"ENSG00000197683.4","KRTAP26-1"
15023,"ENSG00000197694.12","SPTAN1"
1022,"ENSG00000197696.8","NMB"
8294,"ENSG00000197702.10","PARVA"
4992,"ENSG00000197705.8","KLHL14"
1105,"ENSG00000197706.3","OR6C74"
4871,"ENSG00000197712.10","FAM114A1"
3522,"ENSG00000197713.13","RPE"
3505,"ENSG00000197714.7","ZNF460"
2768,"ENSG00000197721.15","CR1L"
5569,"ENSG00000197724.9","PHF2"
1943,"ENSG00000197728.8","RPS26"
704,"ENSG00000197734.7","C14orf178"
439,"ENSG00000197745.2","SCGB1D4"
3224,"ENSG00000197746.12","PSAP"
1543,"ENSG00000197747.7","S100A10"
7184,"ENSG00000197748.11","CFAP43"
2961,"ENSG00000197753.8","LHFPL5"
6841,"ENSG00000197756.8","RPL37A"
3540,"ENSG00000197757.7","HOXC6"
3809,"ENSG00000197763.11","TXNRD3"
1222,"ENSG00000197766.6","CFD"
1611,"ENSG00000197768.9","C9orf173"
1182,"ENSG00000197769.5","MAP1LC3C"
6000,"ENSG00000197771.11","MCMBP"
6909,"ENSG00000197774.11","EME2"
3006,"ENSG00000197776.6","KLHDC1"
8443,"ENSG00000197779.12","ZNF81"
1400,"ENSG00000197780.8","TAF13"
7972,"ENSG00000197782.13","ZNF780A"
3069,"ENSG00000197785.12","ATAD3A"
946,"ENSG00000197786.3","OR5B17"
954,"ENSG00000197790.1","OR52M1"
3846,"ENSG00000197798.7","FAM118B"
4204,"ENSG00000197808.10","ZNF461"
14155,"ENSG00000197816.12","CCDC180"
6946,"ENSG00000197818.10","SLC9A8"
6761,"ENSG00000197822.9","OCLN"
4478,"ENSG00000197826.10","C4orf22"
2578,"ENSG00000197837.3","HIST4H4"
1739,"ENSG00000197838.4","CYP2A13"
6266,"ENSG00000197841.13","ZNF181"
936,"ENSG00000197849.5","OR8G1"
10740,"ENSG00000197852.9","FAM212B"
6061,"ENSG00000197857.12","ZNF44"
3268,"ENSG00000197858.9","GPAA1"
4677,"ENSG00000197859.8","ADAMTSL2"
5748,"ENSG00000197860.8","SGTB"
3851,"ENSG00000197863.7","ZNF790"
1386,"ENSG00000197870.11","PRB3"
5448,"ENSG00000197872.10","FAM49A"
8152,"ENSG00000197879.13","MYO1C"
2142,"ENSG00000197880.7","MDS2"
3473,"ENSG00000197885.9","NKIRAS1"
980,"ENSG00000197887.3","OR1S2"
2077,"ENSG00000197888.2","UGT2B17"
1407,"ENSG00000197889.8","MEIG1"
3380,"ENSG00000197891.10","SLC22A12"
11112,"ENSG00000197892.11","KIF13B"
5724,"ENSG00000197893.12","NRAP"
4866,"ENSG00000197894.9","ADH5"
2407,"ENSG00000197901.10","SLC22A6"
381,"ENSG00000197903.7","HIST1H2BK"
2272,"ENSG00000197905.7","TEAD4"
11924,"ENSG00000197912.12","SPG7"
9623,"ENSG00000197915.5","HRNR"
1153,"ENSG00000197919.4","IFNA1"
1306,"ENSG00000197921.5","HES5"
9348,"ENSG00000197928.9","ZNF677"
7548,"ENSG00000197930.11","ERO1L"
2459,"ENSG00000197933.11","ZNF823"
3176,"ENSG00000197935.6","ZNF311"
9131,"ENSG00000197937.11","ZNF347"
945,"ENSG00000197938.4","OR5H2"
13416,"ENSG00000197943.8","PLCG2"
6073,"ENSG00000197948.9","FCHSD1"
6170,"ENSG00000197951.7","ZNF71"
5071,"ENSG00000197953.5","AADACL2"
971,"ENSG00000197956.8","S100A6"
2452,"ENSG00000197958.11","RPL12"
11329,"ENSG00000197959.12","DNM3"
7251,"ENSG00000197961.10","ZNF121"
7069,"ENSG00000197965.10","MPZL1"
20196,"ENSG00000197969.10","VPS13A"
18615,"ENSG00000197971.13","MBP"
4075,"ENSG00000197976.9","AKAP17A"
3997,"ENSG00000197977.3","ELOVL2"
6576,"ENSG00000197978.9","GOLGA6L9"
5581,"ENSG00000197980.10","LEKR1"
2231,"ENSG00000197982.13","C1orf122"
6347,"ENSG00000197991.11","PCDH20"
2854,"ENSG00000197992.5","CLEC9A"
3923,"ENSG00000197993.6","KEL"
8056,"ENSG00000198000.10","NOL8"
5629,"ENSG00000198001.12","IRAK4"
2681,"ENSG00000198003.10","CCDC151"
10805,"ENSG00000198010.10","DLGAP2"
16393,"ENSG00000198015.11","MRPL42"
3657,"ENSG00000198018.6","ENTPD7"
3383,"ENSG00000198019.11","FCGR1B"
802,"ENSG00000198021.6","SPANXA1"
7521,"ENSG00000198026.7","ZNF335"
2836,"ENSG00000198028.3","ZNF560"
1551,"ENSG00000198033.10","TUBA3C"
2982,"ENSG00000198034.9","RPS4X"
8652,"ENSG00000198039.10","ZNF273"
9520,"ENSG00000198040.9","ZNF84"
4846,"ENSG00000198042.9","MAK16"
8810,"ENSG00000198046.10","ZNF667"
2273,"ENSG00000198049.6","AVPR1B"
5068,"ENSG00000198053.10","SIRPA"
1472,"ENSG00000198054.10","DSCR8"
4355,"ENSG00000198055.9","GRK6"
2437,"ENSG00000198056.12","PRIM1"
4632,"ENSG00000198060.8","MARCH5"
2293,"ENSG00000198062.13","POTEH"
5202,"ENSG00000198064.12","RP11-347C12.1"
1744,"ENSG00000198074.8","AKR1B10"
2898,"ENSG00000198075.8","SULT1C4"
2583,"ENSG00000198077.9","CYP2A7"
4120,"ENSG00000198081.9","ZBTB14"
1042,"ENSG00000198083.8","KRTAP9-9"
6751,"ENSG00000198087.7","CD2AP"
1867,"ENSG00000198088.9","NUP62CL"
12174,"ENSG00000198089.13","SFI1"
1055,"ENSG00000198090.3","KRTAP4-6"
2088,"ENSG00000198092.5","TMPRSS11F"
4365,"ENSG00000198093.9","ZNF649"
2453,"ENSG00000198099.7","ADH4"
927,"ENSG00000198104.2","OR2T6"
7289,"ENSG00000198105.10","ZNF248"
3938,"ENSG00000198108.3","CHSY3"
4148,"ENSG00000198113.2","TOR4A"
4159,"ENSG00000198121.12","LPAR1"
2168,"ENSG00000198125.11","MB"
939,"ENSG00000198128.3","OR2L3"
389,"ENSG00000198129.2","DEFB107B"
7438,"ENSG00000198130.13","HIBCH"
7130,"ENSG00000198131.12","ZNF544"
6377,"ENSG00000198133.7","TMEM229B"
4657,"ENSG00000198142.4","SOWAHC"
5439,"ENSG00000198146.4","ZNF770"
2135,"ENSG00000198156.9","NPIPB6"
2416,"ENSG00000198157.9","HMGN5"
8273,"ENSG00000198160.13","MIER1"
9667,"ENSG00000198162.11","MAN1A2"
5263,"ENSG00000198168.7","SVIP"
4939,"ENSG00000198169.7","ZNF251"
1832,"ENSG00000198171.11","DDRGK1"
3270,"ENSG00000198173.4","FAM47C"
3741,"ENSG00000198176.11","TFDP1"
1551,"ENSG00000198178.9","CLEC4C"
4740,"ENSG00000198182.11","ZNF607"
1081,"ENSG00000198183.10","BPIFA1"
6865,"ENSG00000198185.10","ZNF334"
2435,"ENSG00000198189.9","HSD17B11"
17331,"ENSG00000198198.12","SZT2"
8399,"ENSG00000198203.8","SULT1C2"
4113,"ENSG00000198205.6","ZXDA"
7617,"ENSG00000198208.10","RPS6KL1"
2776,"ENSG00000198211.8","TUBB3"
17771,"ENSG00000198216.9","CACNA1E"
5499,"ENSG00000198218.9","QRICH1"
3830,"ENSG00000198223.13","CSF2RA"
1579,"ENSG00000198225.5","FKBP1C"
8521,"ENSG00000198231.11","DDX42"
2824,"ENSG00000198242.12","RPL23A"
2684,"ENSG00000198246.7","SLC29A3"
4978,"ENSG00000198252.10","STYX"
1931,"ENSG00000198258.9","UBL5"
15677,"ENSG00000198265.10","HELZ"
7989,"ENSG00000198270.11","TMEM116"
879,"ENSG00000198271.4","KRTAP4-5"
3108,"ENSG00000198276.12","UCKL1"
931,"ENSG00000198283.2","OR5B21"
4707,"ENSG00000198286.8","CARD11"
2397,"ENSG00000198298.11","ZNF485"
9278,"ENSG00000198300.11","PEG3"
3491,"ENSG00000198301.10","SDAD1"
7565,"ENSG00000198315.9","ZKSCAN8"
3361,"ENSG00000198324.13","FAM109A"
3892,"ENSG00000198326.9","TMEM239"
2999,"ENSG00000198331.9","HYLS1"
1636,"ENSG00000198336.8","MYL4"
6569,"ENSG00000198342.8","ZNF442"
6244,"ENSG00000198346.9","ZNF813"
2725,"ENSG00000198353.7","HOXC4"
1421,"ENSG00000198354.5","DCAF12L2"
2461,"ENSG00000198355.4","PIM3"
1652,"ENSG00000198356.10","ASNA1"
20047,"ENSG00000198363.14","ASPH"
5154,"ENSG00000198369.8","SPRED2"
9015,"ENSG00000198373.11","WWP2"
8866,"ENSG00000198380.11","GFPT1"
6352,"ENSG00000198382.7","UVRAG"
749,"ENSG00000198390.4","KRTAP13-1"
20863,"ENSG00000198393.6","ZNF26"
1448,"ENSG00000198398.2","TMEM207"
12022,"ENSG00000198399.13","ITSN2"
4356,"ENSG00000198400.10","NTRK1"
7247,"ENSG00000198408.12","MGEA5"
1889,"ENSG00000198417.6","MT1F"
6310,"ENSG00000198420.8","TCAF1"
2931,"ENSG00000198429.8","ZNF69"
6708,"ENSG00000198431.14","TXNRD1"
1770,"ENSG00000198435.3","NRARP"
8060,"ENSG00000198440.8","ZNF583"
1241,"ENSG00000198443.6","KRTAP4-1"
2060,"ENSG00000198445.4","CCT8L2"
9437,"ENSG00000198453.11","ZNF568"
5894,"ENSG00000198455.4","ZXDB"
4836,"ENSG00000198464.12","ZNF480"
7350,"ENSG00000198466.11","ZNF587"
4047,"ENSG00000198467.12","TPM2"
1346,"ENSG00000198471.1","RTP2"
4653,"ENSG00000198478.7","SH3BGRL2"
5432,"ENSG00000198482.9","ZNF808"
3363,"ENSG00000198483.11","ANKRD35"
2626,"ENSG00000198488.9","B3GNT6"
3859,"ENSG00000198492.13","YTHDF2"
3513,"ENSG00000198498.8","TMA16"
1260,"ENSG00000198502.5","HLA-DRB5"
4360,"ENSG00000198513.10","ATL1"
3581,"ENSG00000198515.12","CNGA1"
4458,"ENSG00000198517.8","MAFK"
3166,"ENSG00000198520.9","C1orf228"
8649,"ENSG00000198521.10","ZNF43"
3746,"ENSG00000198522.12","GPN1"
2001,"ENSG00000198523.5","PLN"
3445,"ENSG00000198535.5","C2CD4A"
5974,"ENSG00000198538.9","ZNF28"
6174,"ENSG00000198542.12","ITGBL1"
2728,"ENSG00000198546.13","ZNF511"
3827,"ENSG00000198551.8","ZNF627"
1625,"ENSG00000198553.7","KCNRG"
6385,"ENSG00000198554.10","WDHD1"
6683,"ENSG00000198556.12","ZNF789"
8833,"ENSG00000198561.11","CTNND1"
7007,"ENSG00000198563.12","DDX39B"
2303,"ENSG00000198569.8","SLC34A3"
4266,"ENSG00000198570.5","RD3"
387,"ENSG00000198573.6","SPANXC"
2797,"ENSG00000198574.5","SH2D1B"
2991,"ENSG00000198576.3","ARC"
7029,"ENSG00000198585.10","NUDT16"
9405,"ENSG00000198586.12","TLK1"
14929,"ENSG00000198589.9","LRBA"
8631,"ENSG00000198597.7","ZNF536"
4003,"ENSG00000198598.5","MMP17"
1044,"ENSG00000198601.2","OR2M2"
7698,"ENSG00000198604.9","BAZ1A"
1914,"ENSG00000198610.9","AKR1C4"
4743,"ENSG00000198612.9","COPS8"
4993,"ENSG00000198624.11","CCDC69"
11008,"ENSG00000198625.11","MDM4"
17777,"ENSG00000198626.14","RYR2"
3279,"ENSG00000198633.9","ZNF534"
5710,"ENSG00000198642.6","KLHL9"
1640,"ENSG00000198643.5","FAM3D"
11131,"ENSG00000198646.12","NCOA6"
4247,"ENSG00000198648.9","STK39"
5407,"ENSG00000198650.9","TAT"
930,"ENSG00000198657.5","OR8B4"
7340,"ENSG00000198663.15","C6orf89"
7705,"ENSG00000198668.9","CALM1"
6419,"ENSG00000198670.10","LPA"
9255,"ENSG00000198673.9","FAM19A2"
999,"ENSG00000198674.3","OR10G6"
8092,"ENSG00000198677.9","TTC37"
2052,"ENSG00000198680.4","TUSC1"
1710,"ENSG00000198681.6","MAGEA1"
4083,"ENSG00000198682.11","PAPSS2"
5200,"ENSG00000198689.8","SLC9A6"
6194,"ENSG00000198690.8","FAN1"
8201,"ENSG00000198691.10","ABCA4"
4074,"ENSG00000198692.8","EIF1AY"
525,"ENSG00000198695.2","MT-ND6"
11915,"ENSG00000198700.8","IPO9"
2018,"ENSG00000198704.8","GPX6"
10388,"ENSG00000198707.13","CEP290"
